qseqid,sseqid,length,qcovs,pident,evalue,staxids,stitle
unassigned_181,gi|265678341|ref|NR_028643.1|,58,26,77.586,8.31e-04,202747,Sulfurimonas autotrophica strain OK10 16S ribosomal RNA, partial sequence
unassigned_181,gi|1384992270|ref|NR_156018.1|,68,30,75.000,0.010,1408281,Endomicrobium proavitum strain Rsa215 16S ribosomal RNA, complete sequence
unassigned_181,gi|444304006|ref|NR_074430.1|,61,27,75.410,0.010,269261,Nitratifractor salsuginis strain DSM 16511 16S ribosomal RNA, partial sequence
unassigned_181,gi|343200337|ref|NR_041024.1|,61,27,75.410,0.010,749222,Nitratifractor salsuginis DSM 16511 strain E9I37-1 16S ribosomal RNA, partial sequence
unassigned_181,gi|1341394044|ref|NR_153716.1|,58,26,75.862,0.010,1848199,Deinococcus persicinus strain KSY3-6 16S ribosomal RNA, partial sequence
unassigned_181,gi|645320700|ref|NR_117843.1|,33,15,84.848,0.035,997347,Fusobacterium nucleatum subsp. animalis ATCC 51191 16S ribosomal RNA, partial sequence
unassigned_185,gi|343198433|ref|NR_041814.1|,229,98,72.052,1.65e-25,415,Methylobacter luteus strain NCIMB 11914 16S ribosomal RNA, partial sequence
unassigned_185,gi|602269297|ref|NR_044848.2|,226,97,71.681,7.02e-24,39776,Methylomicrobium pelagicum strain ACM 3505 16S ribosomal RNA, partial sequence
unassigned_185,gi|343201039|ref|NR_041726.1|,228,98,71.491,2.45e-23,1022,Beggiatoa alba strain B18LD 16S ribosomal RNA, partial sequence
unassigned_185,gi|265678934|ref|NR_029242.1|,229,98,71.179,8.55e-23,39770,Methylobacter whittenburyi strain 1521 16S ribosomal RNA, partial sequence
unassigned_185,gi|1384992336|ref|NR_156085.1|,228,98,71.053,2.98e-22,288004,Beggiatoa leptomitoformis strain D-402 16S ribosomal RNA, partial sequence
unassigned_185,gi|219857544|ref|NR_025132.1|,229,98,70.742,2.98e-22,34058,Methylobacter marinus strain A45 16S ribosomal RNA, partial sequence
unassigned_185,gi|566085183|ref|NR_108987.1|,226,97,70.796,3.63e-21,867345,Ectothiorhodospira magna strain B7-7 16S ribosomal RNA, partial sequence
unassigned_185,gi|959494919|ref|NR_133783.1|,229,98,70.306,4.43e-20,980561,Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence
unassigned_185,gi|566085154|ref|NR_108887.1|,229,98,70.306,4.43e-20,1173101,Methylomonas paludis strain MG30 16S ribosomal RNA, partial sequence
unassigned_185,gi|219846518|ref|NR_026110.1|,229,98,70.306,4.43e-20,39772,Methylomonas fodinarum strain JB13 16S ribosomal RNA, partial sequence
unassigned_186,gi|974142220|ref|NR_134740.1|,88,24,96.591,1.58e-34,1524256,Granulosicoccus undariae strain W-BA3 16S ribosomal RNA, partial sequence
unassigned_186,gi|558508582|ref|NR_104509.1|,88,24,96.591,1.58e-34,588604,Granulosicoccus coccoides strain Z 271 16S ribosomal RNA, partial sequence
unassigned_186,gi|659364533|ref|NR_121698.1|,88,24,95.455,1.93e-33,754477,Methylophaga frappieri strain JAM7 16S ribosomal RNA, partial sequence
unassigned_186,gi|1397641697|ref|NR_156801.1|,88,24,95.455,1.93e-33,1810504,Immundisolibacter cernigliae strain TR3.2 16S ribosomal RNA, complete sequence
unassigned_186,gi|444303898|ref|NR_074321.1|,88,24,95.455,1.93e-33,754476,Methylophaga nitratireducenticrescens strain JAM1 16S ribosomal RNA, partial sequence
unassigned_186,gi|645320292|ref|NR_117532.1|,88,24,95.455,1.93e-33,754477,Methylophaga frappieri strain JAM7 16S ribosomal RNA, partial sequence
unassigned_186,gi|645320291|ref|NR_117531.1|,88,24,95.455,1.93e-33,754476,Methylophaga nitratireducenticrescens strain JAM1 16S ribosomal RNA, partial sequence
unassigned_186,gi|265678520|ref|NR_028824.1|,88,24,95.455,1.93e-33,182774,Methylophaga alcalica strain M39 16S ribosomal RNA, partial sequence
unassigned_186,gi|645320265|ref|NR_117512.1|,88,24,94.318,8.20e-32,138074,Serratia symbiotica strain CWBI-2.3 16S ribosomal RNA, partial sequence
unassigned_186,gi|343198845|ref|NR_043875.1|,88,24,94.318,8.20e-32,381308,Thiohalophilus thiocyanatoxydans strain HRhD 2 16S ribosomal RNA, partial sequence
unassigned_187,gi|645321869|ref|NR_118741.1|,238,92,71.429,9.46e-23,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_187,gi|1230874639|ref|NR_148800.1|,225,87,72.000,3.30e-22,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_187,gi|343206157|ref|NR_044747.1|,238,92,71.429,4.02e-21,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_187,gi|659364651|ref|NR_121714.1|,238,92,70.588,4.90e-20,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_187,gi|310975195|ref|NR_037059.1|,238,92,70.588,4.90e-20,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_187,gi|1270533066|ref|NR_074500.2|,238,92,70.588,4.90e-20,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_187,gi|470467096|ref|NR_074155.1|,238,92,71.008,4.90e-20,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_187,gi|219846371|ref|NR_025962.1|,238,92,70.588,4.90e-20,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_187,gi|1269807825|ref|NR_074513.2|,239,92,71.130,1.71e-19,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_187,gi|631252160|ref|NR_113358.1|,148,58,75.000,5.97e-19,1008307,Maricurvus nonylphenolicus strain KU41E 16S ribosomal RNA, partial sequence
unassigned_188,gi|1230874639|ref|NR_148800.1|,225,87,72.000,3.30e-22,1242993,Ehrlichia minasensis strain UFMG-EV 16S ribosomal RNA, partial sequence
unassigned_188,gi|645321869|ref|NR_118741.1|,226,87,71.681,1.15e-21,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_188,gi|343206157|ref|NR_044747.1|,226,87,71.681,4.90e-20,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_188,gi|659364651|ref|NR_121714.1|,226,87,70.796,5.97e-19,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_188,gi|310975195|ref|NR_037059.1|,226,87,70.796,5.97e-19,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_188,gi|1270533066|ref|NR_074500.2|,226,87,70.796,5.97e-19,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_188,gi|470467096|ref|NR_074155.1|,226,87,71.239,5.97e-19,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_188,gi|219846371|ref|NR_025962.1|,226,87,70.796,5.97e-19,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_188,gi|1269807825|ref|NR_074513.2|,227,87,71.366,2.08e-18,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_188,gi|631252160|ref|NR_113358.1|,136,53,75.735,7.27e-18,1008307,Maricurvus nonylphenolicus strain KU41E 16S ribosomal RNA, partial sequence
unassigned_189,gi|343198444|ref|NR_041840.1|,253,100,73.913,5.94e-38,238800,Rickettsia asiatica strain IO-1 16S ribosomal RNA, partial sequence
unassigned_189,gi|636559626|ref|NR_115686.1|,252,99,73.810,2.07e-37,109232,Rickettsia monacensis strain IrR/Munich 16S ribosomal RNA, partial sequence
unassigned_189,gi|1270541589|ref|NR_134842.2|,252,99,73.810,2.07e-37,1462938,Rickettsia buchneri strain ISO7 16S ribosomal RNA, partial sequence
unassigned_189,gi|1270541277|ref|NR_074459.2|,252,99,73.810,2.07e-37,652620,Rickettsia japonica YH 16S ribosomal RNA, partial sequence
unassigned_189,gi|1270541272|ref|NR_074469.2|,252,99,73.810,2.07e-37,1032845,Rickettsia heilongjiangensis 054 16S ribosomal RNA, partial sequence
unassigned_189,gi|343201083|ref|NR_041770.1|,252,99,73.810,2.07e-37,226665,Rickettsia heilongjiangensis strain HLJ-054 16S ribosomal RNA, partial sequence
unassigned_189,gi|343204243|ref|NR_043755.1|,252,99,73.810,2.07e-37,369822,Rickettsia raoultii strain Khabarovsk 16S ribosomal RNA, partial sequence
unassigned_189,gi|219846376|ref|NR_025967.1|,252,99,73.810,2.07e-37,37816,Rickettsia honei strain RB 16S ribosomal RNA, partial sequence
unassigned_189,gi|939733313|ref|NR_133040.1|,252,99,73.810,2.07e-37,588196,Rickettsia monteiroi strain Intervales 16S ribosomal RNA, partial sequence
unassigned_189,gi|645321869|ref|NR_118741.1|,253,100,73.518,2.52e-36,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_190,gi|645321869|ref|NR_118741.1|,253,100,74.308,4.87e-39,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_190,gi|470467096|ref|NR_074155.1|,253,100,74.308,4.87e-39,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_190,gi|1269807825|ref|NR_074513.2|,254,100,74.409,1.70e-38,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_190,gi|343206157|ref|NR_044747.1|,253,100,73.913,5.94e-38,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_190,gi|636559447|ref|NR_115506.1|,222,88,76.126,2.07e-37,33036,Anaerococcus tetradius strain GIFU 7672 16S ribosomal RNA, partial sequence
unassigned_190,gi|636559444|ref|NR_115503.1|,222,88,76.126,2.07e-37,33034,Anaerococcus prevotii strain GIFU 7658 16S ribosomal RNA, partial sequence
unassigned_190,gi|1193829151|ref|NR_147394.1|,222,88,76.126,2.07e-37,1870994,Urmitella timonensis strain Marseille-P2918 16S ribosomal RNA, partial sequence
unassigned_190,gi|444304151|ref|NR_074575.1|,222,88,76.126,2.07e-37,525919,Anaerococcus prevotii DSM 20548 16S ribosomal RNA, partial sequence
unassigned_190,gi|343201185|ref|NR_041941.1|,222,88,76.126,2.07e-37,33036,Anaerococcus tetradius strain CCUG 46590 16S ribosomal RNA, partial sequence
unassigned_190,gi|343201183|ref|NR_041939.1|,222,88,76.126,2.07e-37,525919,Anaerococcus prevotii DSM 20548 strain CCUG 41932 16S ribosomal RNA, partial sequence
unassigned_191,gi|343206373|ref|NR_044965.1|,251,98,72.112,2.39e-30,45072,Legionella quateirensis strain 1335 16S ribosomal RNA, partial sequence
unassigned_191,gi|343206378|ref|NR_044970.1|,251,98,72.112,2.91e-29,28088,Legionella wadsworthii strain NCTC 11532 16S ribosomal RNA, partial sequence
unassigned_191,gi|343206370|ref|NR_044962.1|,251,98,71.713,2.91e-29,39962,Legionella moravica strain NCTC 12239 16S ribosomal RNA, partial sequence
unassigned_191,gi|343206371|ref|NR_044963.1|,251,98,71.713,2.91e-29,45068,Legionella londiniensis strain NCTC 12374 16S ribosomal RNA, partial sequence
unassigned_191,gi|1315204028|ref|NR_152697.1|,252,98,71.429,1.01e-28,1750561,Legionella saoudiensis strain LS-1 16S ribosomal RNA, partial sequence
unassigned_191,gi|343206377|ref|NR_044969.1|,253,98,71.937,1.01e-28,460,Legionella steigerwaltii strain NCTC 11991 16S ribosomal RNA, partial sequence
unassigned_191,gi|645320126|ref|NR_117407.1|,253,98,72.332,1.01e-28,1156986,Diplorickettsia massiliensis 20B 16S ribosomal RNA, partial sequence
unassigned_191,gi|645322612|ref|NR_119320.1|,250,98,71.200,3.54e-28,45075,Legionella shakespearei strain NCTC 12829 16S ribosomal RNA, partial sequence
unassigned_191,gi|566085366|ref|NR_109415.1|,250,98,71.200,3.54e-28,1034943,Legionella massiliensis strain LegA 16S ribosomal RNA, partial sequence
unassigned_191,gi|636559005|ref|NR_115062.1|,250,98,71.200,3.54e-28,450200,Legionella dresdenensis strain W03-356 16S ribosomal RNA, partial sequence
unassigned_192,gi|645322278|ref|NR_119066.1|,54,22,77.778,2.69e-04,1490,Paraclostridium bifermentans strain ATCC 638 16S ribosomal RNA, partial sequence
unassigned_192,gi|631250974|ref|NR_112171.1|,54,22,77.778,2.69e-04,1490,Paraclostridium bifermentans strain ATCC 638 16S ribosomal RNA, partial sequence
unassigned_192,gi|1230874654|ref|NR_148815.1|,54,22,77.778,2.69e-04,1629550,Paraclostridium benzoelyticum strain JC272 16S ribosomal RNA, partial sequence
unassigned_192,gi|1040567059|ref|NR_137408.1|,54,22,77.778,2.69e-04,1460447,Terrisporobacter petrolearius strain LAM0A37 16S ribosomal RNA, partial sequence
unassigned_192,gi|219846900|ref|NR_026492.1|,34,14,88.235,2.69e-04,1495,Clostridium cylindrosporum strain HC-1 16S ribosomal RNA, partial sequence
unassigned_192,gi|631252125|ref|NR_113323.1|,54,22,77.778,2.69e-04,1490,Paraclostridium bifermentans strain JCM 1386 16S ribosomal RNA, partial sequence
unassigned_192,gi|645322217|ref|NR_119019.1|,30,12,90.000,0.003,29423,Legionella oakridgensis strain ATCC 33761 16S ribosomal RNA, partial sequence
unassigned_192,gi|645321915|ref|NR_118779.1|,62,24,75.806,0.003,35517,[Eubacterium] brachy strain ATCC 33089 16S ribosomal RNA, partial sequence
unassigned_192,gi|659364762|ref|NR_121730.1|,30,12,90.000,0.003,29423,Legionella oakridgensis strain OR-10 16S ribosomal RNA, partial sequence
unassigned_192,gi|310975129|ref|NR_036993.1|,62,24,75.806,0.003,35517,[Eubacterium] brachy strain BR-179 16S ribosomal RNA, partial sequence
unassigned_193,gi|659364651|ref|NR_121714.1|,254,98,74.016,1.95e-31,1423892,Ehrlichia muris AS145 16S ribosomal RNA, partial sequence
unassigned_193,gi|219846371|ref|NR_025962.1|,254,98,74.016,1.95e-31,35795,Ehrlichia muris strain AS145 16S ribosomal RNA, partial sequence
unassigned_193,gi|343206157|ref|NR_044747.1|,252,98,73.016,2.89e-29,947,Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence
unassigned_193,gi|645321869|ref|NR_118741.1|,254,98,73.228,1.01e-28,944,Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence
unassigned_193,gi|310975195|ref|NR_037059.1|,254,98,73.228,1.01e-28,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, partial sequence
unassigned_193,gi|1270533066|ref|NR_074500.2|,254,98,73.228,1.01e-28,945,Ehrlichia chaffeensis strain Arkansas 16S ribosomal RNA, complete sequence
unassigned_193,gi|470467096|ref|NR_074155.1|,250,98,70.800,1.83e-25,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, partial sequence
unassigned_193,gi|1269807825|ref|NR_074513.2|,252,98,71.032,6.37e-25,779,Ehrlichia ruminantium strain Welgevonden 16S ribosomal RNA, complete sequence
unassigned_193,gi|1269859157|ref|NR_036954.2|,244,94,71.721,2.71e-23,743971,Mycoplasma flocculare ATCC 27399 strain Ms42 16S ribosomal RNA, complete sequence
unassigned_193,gi|631252488|ref|NR_113686.1|,244,94,71.721,2.71e-23,2100,Mycoplasma hyorhinis strain NBRC 14858 16S ribosomal RNA, partial sequence
unassigned_194,gi|1491521052|ref|NR_159338.1|,102,28,72.549,2.72e-06,1874697,Sphingobacterium bovisgrunnientis strain YK2 16S ribosomal RNA, partial sequence
unassigned_194,gi|566084945|ref|NR_108489.1|,102,28,72.549,2.72e-06,797292,Sphingobacterium alimentarium strain WCC 4521 16S ribosomal RNA, partial sequence
unassigned_194,gi|631251362|ref|NR_112559.1|,102,28,71.569,1.15e-04,363260,Sphingobacterium composti Ten et al. 2007 non Yoo et al. 2007 strain T5-12 16S ribosomal RNA, partial sequence
unassigned_194,gi|1491509596|ref|NR_159127.1|,101,28,69.307,0.001,1796905,Sphingobacterium humi strain D1 16S ribosomal RNA, partial sequence
unassigned_194,gi|343201408|ref|NR_042134.1|,101,28,69.307,0.001,1010,Sphingobacterium mizutaii strain DSM 11724 16S ribosomal RNA, partial sequence
unassigned_194,gi|1397641810|ref|NR_156919.1|,101,28,69.307,0.001,1768011,Sphingobacterium cellulitidis strain LMG 28764 16S ribosomal RNA, partial sequence
unassigned_194,gi|1237076892|ref|NR_108488.2|,101,28,69.307,0.001,797291,Sphingobacterium lactis strain WCC 4512 16S ribosomal RNA, partial sequence
unassigned_194,gi|631252507|ref|NR_113705.1|,101,28,69.307,0.001,1010,Sphingobacterium mizutaii strain NBRC 14946 16S ribosomal RNA, partial sequence
unassigned_194,gi|343200720|ref|NR_041407.1|,101,28,69.307,0.001,371142,Sphingobacterium daejeonense strain TR6-04 16S ribosomal RNA, partial sequence
unassigned_194,gi|645321094|ref|NR_118144.1|,101,28,69.307,0.001,1010,Sphingobacterium mizutaii strain LMG 8340 16S ribosomal RNA, partial sequence
unassigned_195,gi|1491521052|ref|NR_159338.1|,102,28,72.549,2.69e-06,1874697,Sphingobacterium bovisgrunnientis strain YK2 16S ribosomal RNA, partial sequence
unassigned_195,gi|566084945|ref|NR_108489.1|,102,28,72.549,2.69e-06,797292,Sphingobacterium alimentarium strain WCC 4521 16S ribosomal RNA, partial sequence
unassigned_195,gi|631251362|ref|NR_112559.1|,102,28,71.569,1.14e-04,363260,Sphingobacterium composti Ten et al. 2007 non Yoo et al. 2007 strain T5-12 16S ribosomal RNA, partial sequence
unassigned_195,gi|1491509596|ref|NR_159127.1|,102,28,70.588,0.001,1796905,Sphingobacterium humi strain D1 16S ribosomal RNA, partial sequence
unassigned_195,gi|343201408|ref|NR_042134.1|,102,28,70.588,0.001,1010,Sphingobacterium mizutaii strain DSM 11724 16S ribosomal RNA, partial sequence
unassigned_195,gi|1397641810|ref|NR_156919.1|,102,28,70.588,0.001,1768011,Sphingobacterium cellulitidis strain LMG 28764 16S ribosomal RNA, partial sequence
unassigned_195,gi|1269235421|ref|NR_148325.2|,102,28,70.588,0.001,1453594,Sphingobacterium rhinocerotis strain YIM 101302 16S ribosomal RNA, complete sequence
unassigned_195,gi|1237076892|ref|NR_108488.2|,102,28,70.588,0.001,797291,Sphingobacterium lactis strain WCC 4512 16S ribosomal RNA, partial sequence
unassigned_195,gi|631252507|ref|NR_113705.1|,102,28,70.588,0.001,1010,Sphingobacterium mizutaii strain NBRC 14946 16S ribosomal RNA, partial sequence
unassigned_195,gi|343200720|ref|NR_041407.1|,102,28,70.588,0.001,371142,Sphingobacterium daejeonense strain TR6-04 16S ribosomal RNA, partial sequence
unassigned_196,gi|343198582|ref|NR_042955.1|,250,96,72.000,9.63e-23,1318465,Acholeplasma brassicae 0502 16S ribosomal RNA, partial sequence
unassigned_196,gi|265678929|ref|NR_029237.1|,144,56,75.000,1.43e-20,40091,Helcococcus kunzii strain 22 16S ribosomal RNA, partial sequence
unassigned_196,gi|444304020|ref|NR_074444.1|,204,79,71.569,1.74e-19,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_196,gi|343198537|ref|NR_042827.1|,204,79,71.569,1.74e-19,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
unassigned_196,gi|265678847|ref|NR_029152.1|,251,96,71.713,2.12e-18,38986,Acholeplasma palmae strain J233 16S ribosomal RNA, partial sequence
unassigned_196,gi|1024974767|ref|NR_136796.1|,252,96,69.444,7.40e-18,1482736,Acetoanaerobium pronyense strain ST07-YE 16S ribosomal RNA, partial sequence
unassigned_196,gi|343200150|ref|NR_040837.1|,198,77,71.717,7.40e-18,1648,Erysipelothrix rhusiopathiae strain ATCC 19414 16S ribosomal RNA, partial sequence
unassigned_196,gi|343200184|ref|NR_040871.1|,198,77,71.717,7.40e-18,1121874,Erysipelothrix tonsillarum DSM 14972 16S ribosomal RNA, partial sequence
unassigned_196,gi|1909404341|ref|NR_170394.1|,198,77,71.717,7.40e-18,2485784,Erysipelothrix piscisicarius strain 15TAL0474 16S ribosomal RNA, complete sequence
unassigned_196,gi|631251838|ref|NR_113036.1|,198,77,71.717,7.40e-18,1121874,Erysipelothrix tonsillarum DSM 14972 strain JCM 8533 16S ribosomal RNA, partial sequence
unassigned_197,gi|343198582|ref|NR_042955.1|,249,96,71.084,1.17e-21,1318465,Acholeplasma brassicae 0502 16S ribosomal RNA, partial sequence
unassigned_197,gi|1024974767|ref|NR_136796.1|,252,96,69.841,1.74e-19,1482736,Acetoanaerobium pronyense strain ST07-YE 16S ribosomal RNA, partial sequence
unassigned_197,gi|444304020|ref|NR_074444.1|,223,86,71.300,1.74e-19,869212,Turneriella parva DSM 21527 16S ribosomal RNA, partial sequence
unassigned_197,gi|343198537|ref|NR_042827.1|,223,86,71.300,1.74e-19,869212,Turneriella parva DSM 21527 strain H 16S ribosomal RNA, partial sequence
